epoch,acc,loss,val_acc,val_loss
72,0.894,0.2579003283381462,0.902,0.2387049974501133
73,0.8875,0.24583912178874015,0.907,0.23874402422457933
74,0.8875,0.2547705240547657,0.903,0.2422606062889099
75,0.8925,0.2506596552580595,0.907,0.2388090643286705
76,0.8935,0.24925811484456062,0.908,0.23870841570198537
77,0.9,0.23244084600359202,0.906,0.2414113875105977
78,0.89,0.24813640218228103,0.901,0.24300195798277854
79,0.8935,0.2504981042444706,0.906,0.2387174268066883
80,0.892,0.24588861651718616,0.904,0.23978622816503048
81,0.9025,0.22825774598866702,0.901,0.24173287354409695
82,0.9015,0.2413119700551033,0.901,0.24427786946296692
83,0.9025,0.23486750826239586,0.906,0.23905894093215466
84,0.901,0.24500123143196106,0.897,0.24911997087299823
85,0.9025,0.23766683161258698,0.905,0.2388293720781803
86,0.9015,0.23192162342369557,0.905,0.24339693605899812
87,0.89,0.2566157813370228,0.902,0.24254976861178876
88,0.902,0.24280884027481078,0.904,0.2422616720199585
89,0.907,0.22741671785712242,0.903,0.2423468428850174
90,0.894,0.23830957897007465,0.904,0.2410594442486763
91,0.9025,0.24605196304619312,0.906,0.23886091940104962
92,0.903,0.23133226159960033,0.904,0.23873303532600404
93,0.902,0.23042586658149958,0.904,0.24049721200019122
94,0.899,0.23343867488205433,0.902,0.2408595483750105
95,0.899,0.23847721435129643,0.903,0.2401508362405002
96,0.901,0.2258739222586155,0.905,0.2420156765729189
97,0.9025,0.22914628781378268,0.906,0.2420515823736787
98,0.907,0.22496496472507715,0.906,0.239164921566844
99,0.8935,0.23764662340283393,0.903,0.24457740243524312
