epoch,acc,loss,val_acc,val_loss
0,0.5230429,0.692106881225952,0.5336294,0.678343597650528
1,0.5631281,0.680168344746882,0.61611676,0.6529736542701721
2,0.59690654,0.6576291105963967,0.6027919,0.6430897438526153
3,0.6183712,0.6443703210715092,0.5640863,0.7000909519195556
4,0.6415625,0.6295218145847321,0.61865485,0.6246263372898102
5,0.6611675,0.6113126247667419,0.68401015,0.5872358751296997
6,0.665201,0.6061636296348956,0.65291876,0.6133662247657776
7,0.67992425,0.5934115642248982,0.6256345,0.6737210416793823
8,0.6792929,0.5959017923986069,0.65926397,0.5924119234085083
9,0.7006909,0.5801897917560597,0.694797,0.5683897519111634
10,0.6896985,0.5773604107861543,0.7189086,0.5484905183315277
11,0.6969697,0.5800106612720874,0.7036802,0.561082992553711
12,0.70801765,0.568677604800523,0.71763957,0.5300483620166778
13,0.7057161,0.5630401444794545,0.7170051,0.5414609444141388
14,0.71622473,0.5493512237914885,0.7074873,0.5595626217126847
15,0.7198492,0.5534193087462804,0.7309645,0.5219855850934982
16,0.7203283,0.5495495139950454,0.7322335,0.5125550991296768
17,0.70822865,0.5548165045191894,0.6675127,0.6460071218013763
18,0.7231692,0.5457344488664106,0.7360406,0.5149599200487137
19,0.72727275,0.5332103618467697,0.72208124,0.5321857464313507
20,0.7323232,0.5275220723465236,0.7354061,0.5220493072271347
21,0.73461056,0.5258282969644921,0.7252538,0.5228835055232048
22,0.73579544,0.5199709862771661,0.66497463,0.6733581578731537
23,0.7474874,0.5136789339571143,0.71954316,0.5273011186718941
24,0.7446608,0.5119516720723867,0.75824875,0.49015156686306
25,0.75031567,0.508666354598421,0.7544416,0.4939670044183731
26,0.7537879,0.5060846314887808,0.71954316,0.5273755061626434
27,0.74968433,0.5090498641283825,0.76522845,0.47683150827884674
28,0.7572236,0.5018816081123736,0.75634515,0.4870687872171402
29,0.74717337,0.5044816302594228,0.7493655,0.5005043125152588
30,0.75410354,0.4980040764567828,0.7601523,0.4768929499387741
31,0.7569444,0.4934262965965753,0.7138325,0.5529225730895996
32,0.77146465,0.4772853131848152,0.7182741,0.5205917012691498
33,0.7603643,0.4970042018135588,0.7214467,0.5466362518072129
34,0.7666457,0.4715294066685528,0.7404822,0.5182171845436097
35,0.771149,0.4834592408604092,0.7531726,0.5114937484264374
36,0.7739899,0.4767211317413985,0.79695433,0.44212219059467317
37,0.76641417,0.4749870312334311,0.77030456,0.46919032782316206
38,0.7716709,0.47942272322860796,0.76522845,0.47228080868721006
39,0.78517586,0.4641436152721769,0.7506345,0.5035385403037071
40,0.7739899,0.4678373791352667,0.73730963,0.5131802046298981
41,0.7768308,0.4576597442530622,0.7785533,0.45472006052732467
42,0.7828283,0.4446316585697309,0.71954316,0.5663475587964057
43,0.7804648,0.46254814854219334,0.7766498,0.48933509826660154
44,0.7836055,0.45090719383565625,0.7379442,0.559846470952034
45,0.78125,0.45547689271695685,0.77791876,0.4674537631869316
46,0.7785804,0.45700567077152693,0.7975888,0.43936910092830656
47,0.78440654,0.4532399927124833,0.76649743,0.47015201300382614
48,0.79545456,0.4477154212166565,0.77030456,0.4725900933146477
49,0.79198235,0.43678270280361176,0.6967005,0.6055834037065506
50,0.7820352,0.46242720877105864,0.7893401,0.4419816172122955
51,0.7929293,0.4389633309058469,0.6903553,0.6408198249340057
52,0.7961683,0.42827808707203696,0.7975888,0.4372425201535225
53,0.79608583,0.4358945305299277,0.785533,0.4747089469432831
54,0.8027638,0.42718883195714136,0.7715736,0.4724569648504257
55,0.7926136,0.44202968583564567,0.80837566,0.42294981777668
56,0.80965906,0.41721858234718595,0.7741117,0.5069398766756058
57,0.7872475,0.44297430897601925,0.7468274,0.5260303711891174
58,0.80967337,0.40427989576330137,0.78807104,0.4602295780181885
59,0.7993091,0.4283723143776457,0.74873096,0.5784377551078796
60,0.8020833,0.42242092601578646,0.78489846,0.43276876747608184
61,0.8102904,0.4194177899396781,0.7906091,0.44285553216934204
62,0.79962313,0.4286547764461843,0.7982234,0.4156309434771538
63,0.81313133,0.4108352381171602,0.7925127,0.46412030965089796
64,0.8074495,0.41230301062266034,0.8032995,0.4223036059737206
65,0.8093593,0.4050301138180584,0.7677665,0.5113336211442947
66,0.8137563,0.40442436304523716,0.79885787,0.42986728221178055
67,0.82007575,0.40938741766443154,0.7893401,0.4579171633720398
68,0.81752515,0.40596288487539817,0.7817259,0.4699027323722839
69,0.81313133,0.40580740104420016,0.7956853,0.450892271399498
70,0.8248106,0.40301945263689215,0.80837566,0.4271835261583328
71,0.8165829,0.395201221632598,0.78489846,0.45138446271419524
72,0.8191288,0.40501891618425195,0.8140863,0.4170312812924385
73,0.82228535,0.39373740884992814,0.79505074,0.43513332784175873
74,0.8256909,0.3801320142033112,0.77982235,0.4806346008181572
75,0.82828283,0.38043155859817157,0.8153553,0.42065332710742953
76,0.81752515,0.3943528067226985,0.8007614,0.43743331521749496
77,0.8292298,0.3785376706809709,0.79187816,0.4747152003645897
78,0.82828283,0.37345587078369025,0.7912437,0.4957082724571228
79,0.82663316,0.3875772923081364,0.83058375,0.3919170844554901
80,0.82891417,0.37619118437622534,0.8109137,0.43127774953842163
81,0.83964646,0.36792872334369503,0.77982235,0.4922755220532417
82,0.834375,0.3635148099809885,0.79187816,0.47968906193971633
83,0.83491164,0.3804601200602271,0.81345177,0.41729051411151885
84,0.8393308,0.36098469891632445,0.77284265,0.5125415110588074
85,0.8322864,0.3748418991290145,0.81154823,0.4444089224934578
86,0.8415404,0.35736416370579693,0.79695433,0.45076153725385665
87,0.84090906,0.37281506297865297,0.8071066,0.41100450962781904
88,0.83982414,0.36144378466821797,0.7893401,0.44153506696224215
89,0.83175504,0.37322485130844696,0.802665,0.4880118089914322
90,0.83731157,0.36577480582136607,0.8147208,0.40772942125797274
91,0.8399621,0.34880583590329295,0.7912437,0.44358244627714155
92,0.8445352,0.3490512739473851,0.8286802,0.38793489694595334
93,0.84454316,0.3622484698815999,0.78426397,0.49239477396011355
94,0.8464196,0.35167685383228803,0.8140863,0.4140302157402039
95,0.84579146,0.3434324391822719,0.8274112,0.38890752345323565
96,0.8386995,0.3580694415352561,0.8318528,0.39678776264190674
97,0.85018843,0.3403826769272886,0.7975888,0.49032657980918887
98,0.84785354,0.34491100531033797,0.7925127,0.46036583006381987
99,0.8459596,0.3431581952656158,0.79949236,0.4699216744303703
